000000506948 fa278ad656ad 000000e08348 fa285fd6569d
0019626965bc 1e43c0098462 0019627984bc 1e49e9098472
0019621d2375 553d679f65f1 0019625da475 5535fb9f6531
001963764566 4eb7fc2e6210 001963e6d366 4eb16a2e62e0
00196357ac76 5bacb2c53666 001963673176 5babecc536e6
0019632ffd3d 513eadbf1a7f 0019634f7c3d 51321fbf1adf
00196480c3b6 dc7e3fef3505 001964c03bb6 dc7dfeef35b5
00196432bb62 b557ebbfb422 001964c22962 b55625bfb472
00196405eab5 88ab8a125ee7 00196435eab5 88ad61125e27
00196476ebf2 bdc64da83754 001964f6fff2 bdc23ba83714
001964675df7 c368164be0a7 0019648792f7 c367a14be0e7
00196409b488 ab41a97d8785 00196489b488 ab4a717d87b5
0019645c4d87 3270f8ff25ab 0019649ca987 327fc2ff25fb
001965817b2a 1a8b75283c68 001965d1cc2a 1a815f283c48
00196571bb77 eff3416f3464 001965d1c077 eff0eb6f34a4
001965772bd2 5b54c1b19583 001965f719d2 5b523db195e3
0019656bfe8e 66d7cd8b483b 001965fb7c8e 66d8be8b488b
0019661dd12c 5618a50b3b12 0019669d972c 5619ef0b3ba2
0019664e3b88 dce9d3f05e4e 001966ee1d88 dce79cf05ede
0019663f28b6 11f454ef12c5 001966afc4b6 11f893ef12f5
00196732e8d3 4823ef31cf04 00196792a9d3 482a8731cf24
001967435f42 002e2f3c08da 001967b36042 00251c3c08fa
0019677356ae 6e90c633b62a 001967f31eae 6e98b533b6aa
001967543a19 8681805e5290 001967947319 86870d5e5210
00196746b126 b094ca7f68e6 001967f6ee26 b096127f6816
00196708c6bb 70341d284663 001967a88fbb 7039d9284613
0019675dfc5d ef586b06c48b 0019676dab5d ef5a5206c49b
0019671f3431 91d52fbeca05 001967bfcd31 91d359beca95
0019675f4f5f 4ff278a06e19 0019678f335f 4ffc6ea06e49
001968607178 c67ae72291c5 001968904378 c676a6229145
001968844a0d 4b4a5c9ae89f 001968e4f80d 4b4be69ae8ef
001968163e56 d9ed396b4cd0 00196876e156 d9e51d6b4c10
00196878f6c2 5381a45f4900 0019688879c2 538d165f49a0
001968888fe0 d0552e1d83f3 001968d818e0 d05e901d83b3
00196829031a 4261b5fcd17b 00196859271a 426089fcd10b
0019682dc4b4 b8c480337e49 001968adf1b4 b8cd42337ea9
0019686e43ee a43274628c8e 001968be35ee a4386a628c7e
001969710954 90a4fc89f750 001969d18754 90a33889f710
001969226ef5 450182d725f6 001969c24af5 450537d72596
00196985bd15 b8af9665783b 001969d55415 b8a65b6578db
001969287ebd 626eb8e1e109 0019693871bd 626d6ae1e1d9
001969692cb1 96bf0fc6a67d 001969e995b1 96b3ebc6a60d
0019697af6e3 6c2f58c89114 001969eac8e3 6c2eb3c89164
0019696d678c 3aa571030322 0019699d628c 3aa99a030332
0019695eff4d 6872a234aa14 001969ae434d 68785b34aa54
00196a644934 fcfb3a9c1ec7 00196af4b234 fcf8259c1e97
00196a7aafbb 69774183957a 00196aaa34bb 6973cb83954a
00196a6b3090 90c7191f42bf 00196aab9a90 90cb571f421f
00196a9c7c63 f8ac0a99bbd9 00196aec7863 f8a6f699bbc9
00196a3dd0ad 8ba0a421fa1d 00196a9dddad 8ba57821fa2d
00196a6e1d1a a77bda40dafd 00196aeeaf1a a77f5f40da9d
00196b72f37f 80e325c66bd2 00196bc2e17f 80ea46c66b72
00196b9430a9 3c62d9a98c62 00196bb4a3a9 3c6924a98c02
00196b9a5b8d d9d8b4c53153 00196beab18d d9d3c5c53123
00196c3289e9 f27ff3fb2e17 00196c7283e9 f27741fb2e27
00196c35c711 f87169142468 00196c55af11 f873c3142418
00196c16cc4c 5b29618e8fef 00196c86314c 5b2e038e8f9f
00196c4653b6 921cc9f1da42 00196c5641b6 92192af1daf2
00196c7639d2 5a9aa6cecc25 00196cd671d2 5a9742ceccb5
00196c2a1682 1ce1de03a901 00196cfa3b82 1ce53003a971
00196c4b8096 fefba5b64f94 00196cabd496 fef473b64f74
00196d619dc7 35ea67a2a0f6 00196db11ec7 35e9a1a2a076
00196d0395be c950e3313bff 00196db372be c95f35313b8f
00196d54cb95 850f9d4ec51e 00196d84eb95 850b714ec58e
00196daf26e2 1c2fd0da89cc 00196dcf85e2 1c2dc7da89bc
00196e62c103 b697027aab5b 00196e926203 b6967c7aabcb
00196e720ffb b6fd2cb5de95 00196ed248fb b6f130b5deb5
00196e63da20 712d49a1d7c4 00196e936920 712915a1d7a4
00196eb3f099 32b3df35e1f3 00196ef38299 32b60935e193
00196e3523df ff98051cb983 00196e55d4df ff9b601cb943
00196e56ccb3 088fac8efec7 00196ed696b3 08800f8efe17
00196e0635c8 ceb22bbe4475 00196e76f8c8 ceb972be44d5
00196e1ad821 fb098ff1a3f9 00196eda4b21 fb047bf1a369
00196e1c91f5 63c6e4b10133 00196efc81f5 63cd07b10163
00196e4ef050 da71e9bf3fcc 00196eceb150 da7db1bf3f8c
00196f503526 b8c734a8e224 00196fb0aa26 b8c5cea8e284
00196f20bf94 3d5371d29bad 00196f405594 3d5cffd29b6d
00196fc90d03 b62e23bcd17e 00196fe9b303 b62271bcd1de
00196f0a261d ad5b42f11c90 00196fdaff1d ad5d79f11c20
0019706c45d8 84f1a3572b5c 001970cc7ad8 84f7e9572b4c
0019702e96d7 906cee17fbb7 001970de60d7 90671617fb67
00197112c705 8cfbd7001597 001971b24605 8cf8040015b7
0019711abbe5 4c1ecf388f50 0019712ae5e5 4c1064388fe0
0019718bd502 d44d2259f6a1 001971cb6a02 d4486459f661
00197208e220 b00f09110538 001972c86920 b00e46110528
0019725cdbd0 17790663e985 001972ecf6d0 177f5e63e945
0019723d3960 9f6b491d1ce5 0019728da260 9f61631d1cd5
0019727ed3e7 ad46e036c862 0019729e00e7 ad49a736c842
00197311b36c 4791d377d5a6 001973919a6c 479fbb77d556
00197304d8a3 99d7fb014c59 00197364e4a3 99d1d7014cc9
00197385c697 9c3eaf1541f9 00197395cb97 9c3bdd1541e9
001973194a6b 72258137d98c 001973290f6b 722c2d37d9ec
001973bb8563 5f6dbca793f1 001973eb3863 5f61c5a79371
0019731d6d81 103b50eb5a8e 0019737dc381 103161eb5aee
001974103482 17a59f69f210 001974f04f82 17a11069f230
001974164b70 a50d48523257 00197426a370 a505505232a7
001974581dec 6fc5b282ccf6 001974f87dec 6fcdd382cc96
001974195758 796172528baa 001974593658 796928528b9a
0019748b82b4 354c2b916cac 0019749b79b4 35481a916cec
0019745dd02b 23ab2162ee4c 001974ddc32b 23a77c62eeac
0019741dbe96 6ac44e8c6a26 0019749dbc96 6ac7308c6a56
0019749e6533 679c31543762 001974eea933 6796c85437f2
00197542cf4f 5a159a90ee20 00197552984f 5a164d90eeb0
001975053e77 6e5b6cebdf1e 001975d58f77 6e5904ebdf8e
00197535c5d1 e058fbe49cb5 001975f57bd1 e05513e49c45
00197536bfcf a35aabc31a5f 001975966dcf a355dec31a9f
0019752ac064 2ff5db88bbc2 0019755a9064 2ffc3588bb92
0019755c3da8 e079afe35003 001975cc26a8 e0772ee35043
0019753d2078 bc7609c61e25 0019755d4d78 bc7917c61ea5
001976535773 299a6ba1ae45 001976e3b773 29967da1ae95
00197646b5cc c0995e43e514 0019768634cc c09bdb43e574
00197667c233 41ae6323b017 001976e76033 41aaea23b0f7
00197699dc45 8fd5fc78036b 001976a95c45 8fd8d478030b
0019765d14f9 600e702e7399 0019769da2f9 600dfd2e73d9
00197751aa00 84e337e3e5a7 001977a19200 84e4ffe3e577
001977bbc18e c934142c0fb6 001977fbc08e c930ca2c0f36
0019772ef3fe 3119781bb803 001977ee30fe 311c111bb8a3
0019771f706e 814c1eeed4c5 001977df296e 814508eed445
001978019b15 4fdabbbb7cbf 001978819b15 4fd313bb7c3f
001978224e70 ddc8d9f8749e 001978f2e670 ddc55ef8743e
001978039b6c ce070612b099 001978f3546c ce08f712b089
001978ea2dbd 460183f56ea5 001978fa90bd 460eb4f56e05
0019780b9fc9 0e6ca9b65277 001978bb2bc9 0e612db65257
00197910002a 3b6e0155ef4b 00197960592a 3b63ce55effb
00197993840c f54edcf84461 001979d3cd0c f540c9f844e1
00197903074f c94aaaf07458 00197993f94f c94893f07418
001979060acf 4be36c132dea 001979a6e6cf 4be6dd132d1a
0019792c63ec d2e6dfd5208e 001979ac67ec d2e464d5207e
0019790f9f88 17a3c3fbcc78 0019794f1b88 17a95bfbcc48
00197a61d8e8 b65642dfcd31 00197ad1d3e8 b651e1dfcde1
00197a544581 a3f34b1d9417 00197a644f81 a3ff381d94e7
00197b10867e bf7038cf619c 00197bf0d17e bf75c3cf613c
00197b006da5 22ebc8d8a490 00197bb00ba5 22ef89d8a4f0
00197b08e137 5001cd018c23 00197b28eb37 5007bf018ca3
00197b29d65c 11e693cd2ecd 00197ba9ea5c 11efb8cd2e8d
00197bac8c0f 8dd863c6ab1f 00197bbc240f 8dd9a7c6abff
00197b1dfd19 2240e12fc491 00197b8da719 224c882fc4c1
00197c61195f 181b4780fca1 00197ca1ad5f 18130880fc51
00197c02460c 18552d074505 00197ce29b0c 185c430745b5
00197cb20399 51cfdcabc5ef 00197cd2b899 51c6bfabc5df
00197c63d799 dd6d6c3dbca8 00197cb3bf99 dd69e83dbce8
00197c196c8f 3fa55b7cc744 00197c89868f 3fabd97cc714
00197cabbcbf ce2040f81dc0 00197cdb88bf ce2858f81dd0
00197c6cdd46 f6d7f7c56aee 00197c9c1746 f6d50dc56a6e
00197d074664 6c413048d1aa 00197d37be64 6c475e48d19a
00197d1a4d01 6939c8a137e0 00197dca8401 693c3ba137c0
00197e703b0f 69c7632f84d6 00197ec0290f 69c9352f8426
00197e41c5ef aafaf5f53651 00197ef1c8ef aaf990f536a1
00197e4249c6 ce4334fe7da5 00197e5286c6 ce4e5afe7d75
00197ea360ba bc90b487d28b 00197ee3bbba bc939787d26b
00197e4b2eb8 2070b6fe915f 00197e7bc8b8 20722ffe91af
00197f449435 fb3e26de0653 00197f945b35 fb396cde0613
00197f96ce79 0caaaa55e448 00197fd6e179 0cab7255e428
00197f5df61b f210c6806765 00197f6dec1b f21cbb8067a5
00197f0e4bd1 42ff5583a079 00197f2e38d1 42f68c83a0c9
00197f5f41a5 1ac9e9d2c4b2 00197faf39a5 1ac0a0d2c4f2
00198035fa2d 99b5bd42220f 001980454d2d 99bd2042229f
00198018b3fb 6b8e0f045c49 0019806887fb 6b8a15045cf9
0019806ac03b 8cc04671d6cd 001980fa693b 8cc6eb71d63d
0019806dd670 80dff321d792 001980dd8370 80de3021d7b2
001981d46c9c f395ede49446 001981e49a9c f396b4e494d6
001981060812 b98000ec91b6 001981c62112 b987ecec9136
00198107f3ea 363a6a536cbd 001981c7bbea 363f2c536ccd
0019817a04d2 48fa8ec51a2f 001981fae7d2 48f7a5c51a8f
0019810a4de4 11d0abb29f79 0019819a1be4 11d1e6b29f89
001981dc724b fa2807543c77 001981ec1c4b fa29ed543cc7
0019816ccd64 78d06ba300eb 001981ec9e64 78d72ca300bb
0019812fabcf 8a9a45b1630f 0019813f50cf 8a97a2b1635f
0019826380a6 73bea9d95c35 00198283aaa6 73b71ed95ce5
0019820a705c d77f16bf5b5b 0019823a845c d77427bf5bcb
0019820a1873 550a94787c49 0019826a7c73 550ed6787cf9
0019821c0bbc bffdf18686bb 0019822c99bc bffe4086868b
001982ad539a ec1aea512a70 001982cd4d9a ec1401512a90
001983407150 f7bfde1a573b 001983507450 f7b0e41a577b
001983539fe4 9b9734cbb659 00198383dae4 9b9fa7cbb6d9
001983442684 812a273a95b7 001983c40a84 812cef3a95e7
001983292f14 c2f51de23de6 001983897014 c2f1c6e23d46
0019835b5ff9 77bd2bfe61af 0019839b7df9 77be1efe616f
0019831c2f01 91de4e80c80a 001983bcd901 91dfc080c8ca
0019830d9c7a e8b99fa75269 001983dd547a e8b0caa75279
0019831edfbb 68018b0935e4 0019839ed2bb 6805bd093584
001984315375 59f7c4894efd 001984c1af75 59f623894e5d
0019840c04a7 3221708eca45 0019844c99a7 3222d88ecaf5
001985606161 5a93cdc5dfdd 001985d0c961 5a9177c5df9d
001985d24b06 35bbe114a035 001985e23306 35b08c14a025
00198545e926 5493b0df664f 001985555326 549f16df66ff
00198538ca26 a894c1dfe3e3 001985e8f126 a897f9dfe353
001985c9f069 481370abac37 001985e95669 481c9aabac67
0019856aa6f9 d20e1a811034 001985ea52f9 d20306811064
0019858bd762 66bfe09e8036 001985cb4662 66bcab9e8026
001986a143a6 15be7ecd8bb2 001986c1d3a6 15b612cd8bc2
00198672e9e4 7d83e12ca26e 001986c23fe4 7d89ab2ca2be
001986470019 499ebe9bb424 001986f71a19 4999929bb464
00198638fe3d fa3c10a78a3f 001986d8263d fa3af8a78a7f
0019866bc991 8380b7cb9cb0 001986ab0291 838442cb9cd0
0019861c5c10 73582ac7a3da 0019869c5410 735f4bc7a37a
00198770faaa 13e7d0ac2d64 001987f0c4aa 13eeecac2d24
00198743dad2 1a0118eb2b69 001987a378d2 1a0fe4eb2b09
0019876b04cc eb3cfc122264 0019878b36cc eb37721222f4
00198850202a 749a0b02a29a 001988e0ee2a 749c5702a20a
001988704379 839cf9abcad2 001988b0cf79 839178abca62
00198871b0e9 806c385a144b 001988e1f6e9 8065e35a143b
001988b5a367 2559d3a8ae73 001988c51267 255356a8ae63
00198826618f 2ceea374ced9 00198836f28f 2ce70474ce29
001988179d40 df0bd0049c07 001988c79440 df0054049cb7
0019885e2cda c6164888ca0d 0019887ee8da c61f9388ca3d
00198972f6bd dd2a698a219a 001989e2ccbd dd25e18a21fa
0019891479b2 b34e08f42ec8 001989b41db2 b3458ef42e28
00198907b4b5 57ae8b11484a 001989b702b5 57a8cd11481a
00198929ff8e b2563ee52e42 001989f9c28e b25dc3e52ea2
001989aee10b 0a4be260e5be 001989eebb0b 0a4a7460e52e
001989ce4be2 3cc06c054c80 001989fe96e2 3ccc78054c90
0019890fafde 72681c943ba3 001989affdde 726dd7943b73
00198a042721 82a73951c583 00198af43221 82a5ef51c513
00198a24ba72 a834180fda38 00198ae4e272 a83d990fdae8
00198a47e018 bcf50ea82f9c 00198aa74418 bcf92fa82f6c
00198a0c58eb 15fc5329212e 00198abcafeb 15f91f29213e
00198b409539 af4cac1f0567 00198bc0d039 af41e91f05e7
00198b37cd46 b980d32dcee7 00198bf74b46 b9828e2dce07
00198b3cce98 edfbb7530d97 00198b8c5498 edf8ee530d57
00198b2c65a8 8d17097c7427 00198b3c6ba8 8d15337c7487
00198b2d135f 72ec6e55b357 00198b6d515f 72e48355b3b7
00198c036aa4 798a37f43eb2 00198ca3bba4 798350f43e32
00198c54a568 b3453cfaf341 00198cb49768 b34c2efaf391
00198c773fce 2705beb3671e 00198ca75ece 270b41b3672e
00198c99bd2c 80cf08df0e80 00198cd9d12c 80c040df0e60
00198c99cf83 778229904294 00198ca91383 7787f1904204
00198c3d211c f4c421249470 00198cdd621c f4c3ab2494a0
00198d5145e5 678b9505546e 00198d8181e5 67838405542e
00198d823b66 0094cc35bebd 00198de27666 00959835be3d
00198d3211cb 047249b28fb5 00198db266cb 047358b28f45
00198da59ec5 47e6d1b085ac 00198de551c5 47e508b085fc
00198d56d927 03de8839fb5e 00198da66727 03d25439fb7e
00198da65ec9 208d88d63b48 00198dd670c9 20876ad63b18
00198d09231a f9b5fc3bef5e 00198d69e31a f9b2813bef0e
00198d8d80eb 7d26c38110c5 00198dfd6eeb 7d2381811045
00198e3098b1 2447ae06c2d3 00198e6066b1 244c0b06c283
00198e41d0f3 4a831f166816 00198ec177f3 4a89591668b6
00198e2289d6 88da5dceb455 00198e82b0d6 88d24fceb475
00198e433421 4a29f17128df 00198e639821 4a2aef71289f
00198e73b955 0d00e68371da 00198ee39755 0d0fc58371aa
00198ea89efb d10c4cbe94c2 00198eb886fb d103c0be94a2
00198ea9081b 573d712b8b47 00198ec9721b 5734d72b8bb7
00198eaaccf3 b95836b2a0d6 00198eca05f3 b95203b2a026
00198e0cdc96 c12b7c728638 00198e6caa96 c12c6e728628
00198e9d4fb0 12ee990c13b3 00198ebd8db0 12e5c60c1333
00198f52237a c234b52a80b1 00198f921b7a c23e3f2a8001
00198f24b2ff 006bced17ee2 00198fa4beff 006223d17e62
00198f26b554 aff392e5bcee 00198fe63054 aff7b1e5bcae
00198faa575e bdfd81fd246b 00198fea925e bdf42efd24fb
00198f4a329d 01c754153ab3 00198fca479d 01c00a153a83
00198f1eb60f a564990c409d 00198f5e110f a5616f0c406d
00198fbefec7 6351bb9a47de 00198fee48c7 6355389a478e
001990c3cbc0 74d4f9e08817 001990d365c0 74d172e08847
001990049879 e81ac2167e2e 001990d48a79 e81647167eee
0019908a8055 7409dd1b6088 001990da5a55 740e5e1b6028
0019902b8a08 d8a248d60bcd 0019905b9a08 d8a1dad60b9d
0019903db6ee 463c3160107c 001990fd85ee 46395a60105c
001991421aa1 8879369f7e8e 0019916256a1 887bf49f7e3e
001991038da0 15b02e536ccd 001991c369a0 15bc93536c8d
001991331df6 63435b50a7fa 0019916302f6 634ffa50a75a
001991c5a93a ce88c6db999d 001991e5313a ce859edb996d
00199169fbf2 fc880e38b4c5 001991b92df2 fc8e6438b415
0019911be989 5a6b59204555 0019917bbb89 5a6027204515
0019916b3afc fefc54c1cd48 0019919b1efc fef23ec1cd08
0019917efc88 258e4264ffc0 0019918ebf88 2581f864ff10
001992d26390 b97159bc7f27 001992f2c390 b9782ebc7f17
0019922480bc 5d4c6c8f5c18 001992a441bc 5d41c48f5cb8
00199275ca02 7fe304f8b876 00199295e002 7fe2d5f8b836
001992766898 bc2397cf7f08 001992869598 bc2282cf7fd8
0019928b2a4d d44bbfb627bb 001992cba14d d44939b6272b
00199320c707 391fbf5c2758 001993603107 3912545c27b8
00199394442e ba6cb6e7b594 001993a47a2e ba6a5ee7b5f4
00199336f557 193f33593b92 001993a68357 193ae5593bf2
001993163659 be2340d9666b 001993367059 be2262d966fb
001993372f2c 51cd873fce5e 00199367772c 51cc313fce2e
00199339793c 61e0f9abe385 001993e9d83c 61ee61abe3f5
0019933c48e8 f650f4765cd3 0019935ce3e8 f656e8765c13
00199400350e 45032fd6e4b5 00199420ed0e 45084cd6e445
001994b03760 e006ff7f73ab 001994f0a960 e00f987f735b
00199404fe88 6bc62fed9142 00199424f988 6bccdaed9102
00199417a9d4 66fad85a283c 001994d7c2d4 66f6495a282c
0019949eaac4 e7b869ecfa08 001994ae0fc4 e7b131ecfad8
00199551074c 3f7d4da30c3d 00199571204c 3f79b7a30c4d
001995279243 c31f799a10ce 001995f74c43 c31a549a100e
00199588aff9 bbbae095f8de 001995d898f9 bbb5de95f8ce
0019960411bd 7a2ec3e6c086 001996542bbd 7a2667e6c0c6
0019967a305e e403f696646e 001996fae85e e4021c96644e
001997b28808 d074de3b406a 001997f28308 d078933b408a
0019972d7a53 176ea36096df 001997adf353 176d8a6096cf
0019973ee050 d4fad525003b 001997ae6550 d4f5a22500eb
0019975ed88d f6317a1021e6 001997ee8c8d f63f50102186
0019972f82c8 2066742db71d 001997bf3dc8 20655e2db7cd
00199860d2f4 b9c0cd042fd1 001998a073f4 b9c601042f61
0019983172db f50d53d6357e 001998c10bdb f506c5d6359e
001998525504 7664738db9a4 00199872d204 766e8e8db9f4
001998099a91 70d384a9de9e 001998d94591 70d8ada9de4e
001998399a94 08470af5a2c0 001998896894 084ce0f5a290
001998dc037c c5e6266da5aa 001998ec897c c5e4146da5ea
001998be032a 50109fc73fca 001998fedd2a 501b8dc73f5a
0019988e0be5 484df489bcda 001998de9de5 48451d89bcba
001999356902 73ea81a30320 001999a54602 73e950a30330
001999156529 6893cdac07ad 001999a59c29 68947cac078d
0019998a8a91 24b3500d8c54 001999ea7b91 24bafd0d8ce4
0019998d1a01 49dadd951bd1 001999fdd301 49d8a0951b41
00199ab1b5a2 cdabc2728e82 00199af1fea2 cda85a728eb2
00199aa1a6c9 a9d8429a437a 00199ac1f6c9 a9d2e09a433a
00199ab4c4ca 73d107f12184 00199ad4c7ca 73d4ebf12134
00199a3ec979 b80eb01dcf9b 00199a7e0479 b803911dcf8b
00199a1e6ad7 c094e0c24a3b 00199a8ebdd7 c0916fc24afb
00199b311fbf ebee60b8f172 00199b51d2bf ebe4e2b8f182
00199b150e12 bf3b96d74133 00199b654412 bf3237d74173
00199b659b2e 5f843ae1f01f 00199b75f72e 5f86bbe1f02f
00199b1872c3 f4bdf9358411 00199b8841c3 f4bc13358491
00199b0c3d90 a198e9f4f2ee 00199bfc5390 a1966ef4f2ae
00199b2ca6c1 a9fffdfdd820 00199b4c30c1 a9f2e1fdd810
00199b2e9bcd 89c1eb890f51 00199bce27cd 89cd76890f31
00199bbf8ae4 37e4b7ce950b 00199bef8ee4 37e926ce953b
00199ca1f3e4 38305bcf043c 00199ce142e4 3834a2cf04fc
00199c4107e6 b2037744f3f9 00199ce124e6 b2092644f369
00199ca2d479 a3a59547c7f1 00199cd23c79 a3a40347c761
00199c64a924 579d46104d2b 00199ca45024 5790af104d0b
00199c360d83 2d937737fff8 00199ca68083 2d919337ff48
00199c2c8119 4dfa754ed643 00199c5c0519 4dfeb84ed693
00199c0dc07c 2077243d06be 00199c4d627c 207dc23d062e
00199c2e52cc 702ddfe721a4 00199c5e80cc 702954e72134
00199c8f3c67 be0b2e8588dd 00199cbfdf67 be09718588ad
00199d42f862 22060f09f9e9 00199d828862 22071e09f9b9
00199da2cd71 629cb18e01ed 00199dc25271 6291d88e013d
00199d9695ea 153ab137a01a 00199da6a7ea 153b5e37a0ba
00199da7bac5 fb04cdc91fb6 00199df7b3c5 fb073ec91f76
00199d3bee12 8e30d324550c 00199d8bd712 8e323524552c
00199d4df6a1 6f3de2716666 00199dfd8ba1 6f3a6a716616
00199d5e538f c6d489af78ab 00199dae5d8f c6d025af787b
00199e30ee65 6b36824f8c37 00199ef0cb65 6b30a04f8ca7
00199ea22288 5739db479fdb 00199ec28488 573c80479f4b
00199e727ae8 87e5530dc98a 00199ea21ee8 87ecc20dc96a
00199e930780 286f3d183fe3 00199ee36780 286a52183f13
00199e76349d bb48d0defc56 00199ee6fb9d bb4153defca6
00199e388728 37d167e47f7e 00199e787f28 37db96e47ffe
00199e99b014 b968ca37003a 00199ee9c714 b96eff3700ea
00199e3e5b0e b31a94b30116 00199ebeac0e b318bcb301c6
00199e3eb2ed 23a501c94d52 00199e8e01ed 23a4a8c94d32
00199f21f92d 971ebe0b9283 00199f71e02d 971cea0b92a3
00199f44eaf3 41fa02169354 00199fb498f3 41f2ce1693d4
00199f350f97 15c209ee7da5 00199fd5af97 15c4a3ee7d05
00199f089d52 17c20ec3fa17 00199fd82a52 17ceddc3faa7
00199fc9f77b 2fdb5c453975 00199ff9bb7b 2fd0ea453955
00199f1ec69b 962d4d5805a3 00199feebf9b 962065580513
00199f2e55a9 cb622872d970 00199f6e06a9 cb6f1d72d9c0
0019a0510090 836f16ab5153 0019a061df90 836661ab5143
0019a0566c7e 96116a1b6a78 0019a0a66b7e 96153e1b6a98
0019a058d0d2 719f50c5c15a 0019a0987ed2 719befc5c1aa
0019a0092042 a95e130dca87 0019a0397e42 a95bca0dca07
0019a0da1158 78872e569e9c 0019a0fa2358 788a4c569eac
0019a06b9fc1 3ec231ae4881 0019a07ba5c1 3ec31dae4851
0019a01e8213 8d6348de33fc 0019a09e7e13 8d6285de337c
0019a01e9d61 a03fc21e733a 0019a02efd61 a038681e735a
0019a120fd37 cd79ae632f77 0019a1f0fc37 cd713d632f97
0019a17246c4 b9f66e00c067 0019a1e243c4 b9fa9b00c007
0019a19344d6 33d13c55ba19 0019a1d351d6 33d55555bae9
0019a125f867 09103af4dfaf 0019a1e58867 091d0ef4df2f
0019a16962de ba918f574b97 0019a1f9aede ba93d9574b47
0019a10c531b 716523948b4c 0019a11c1e1b 71696b948b6c
0019a17db6a6 dcc0432d2df1 0019a1ad88a6 dcc81f2d2dd1
0019a13db7df f6f66dd3f887 0019a15d9adf f6f44ad3f8b7
0019a2a4ef97 8f87ef30f7c6 0019a2b41a97 8f885430f766
0019a2598aca 26b2bae35cf6 0019a2e927ca 26bda9e35c86
0019a24cd206 7bbcfe1cbe87 0019a25c2c06 7bb3d41cbeb7
0019a22e6300 bd1788517b35 0019a2fedf00 bd1d67517b75
0019a3040a54 480465b642fb 0019a3d42f54 480e02b642cb
0019a31ae2ff 68d3187e94a1 0019a36a18ff 68d18b7e9471
0019a38bd63d d515652cb6a2 0019a3db213d d513fa2cb682
0019a472ba4e 18e4ee538690 0019a4e2d84e 18e0d85386b0
0019a4839387 8093a4170309 0019a4e36787 809c75170339
0019a4567a2b 7f83c76c95cb 0019a4669e2b 7f86d66c957b
0019a4271619 405997dcfa18 0019a4d78d19 405588dcfa08
0019a43d7b3c 8aad6359f573 0019a49d8d3c 8aa3db59f543
0019a5508b26 2fe088baba1f 0019a5b0e726 2fe442baba4f
0019a591c563 c1072d8a9e92 0019a5c18563 c102948a9ef2
0019a558b4f7 7245689f772f 0019a5a8c4f7 724ca29f773f
0019a57b0c10 3e40e49f0c6f 0019a5bb6910 3e48419f0c2f
0019a55c3b2f a48d7fe8b4cc 0019a56cd62f a485eae8b47c
0019a6556c67 524632bec5d5 0019a695da67 524de7bec515
0019a686562f ec492b4b345a 0019a6c68e2f ec4fb04b344a
0019a63a0d77 b55a8dbcd1ef 0019a6ca6d77 b55da8bcd15f
0019a712ae23 c565f457db61 0019a7825623 c56ab357dbb1
0019a705bb0a 669933bd3028 0019a7c55a0a 669115bd3068
0019a7073ca2 f07f746ffdd5 0019a78713a2 f076a96ffde5
0019a7287af2 320ae53f6b41 0019a7383ef2 3206173f6b91
0019a7380ff3 485f3ab217f9 0019a7b869f3 4852f6b21749
0019a70a1b33 3c974d11d589 0019a76a1133 3c992911d5a9
0019a70e076c 09fa0f94fab2 0019a77e266c 09f12494fa32
0019a811e97d 838448e00d0a 0019a851cb7d 838df3e00d6a
0019a832c4fa ece393532732 0019a84267fa ecebdc532792
0019a835d15a 2ffad1be72f4 0019a8b55c5a 2ffeb7be7254
0019a8d94d85 6a520cdfcd3e 0019a8e9a385 6a5a57dfcdce
0019a82d2937 e8fecd9dc4bf 0019a89d9737 e8f6959dc46f
0019a84f8b7e 230cb8ca852d 0019a8af797e 23053aca85bd
0019a961945e 5b8003bc8ff0 0019a971315e 5b8d52bc8f30
0019a9629387 e8935f94c79b 0019a9927687 e89d7994c76b
0019a9a8ef2d 902832c788d0 0019a9f8882d 902dfbc78800
0019a91d2a78 b7721c2f3af9 0019a98db078 b77f5a2f3ad9
0019a9ae2e91 295f3fa315d4 0019a9fefd91 2959b1a31554
0019a91e219e 080f6437886f 0019a9be529e 080aa73788af
0019aaa070e8 734745aaf479 0019aac040e8 734ce7aaf489
0019aa153444 f8e0b3bcc655 0019aa85c344 f8ee55bcc645
0019aa76dbba 4ba851b15367 0019aa86edba 4ba516b153e7
0019aa87383a b6893c50efb9 0019aad7743a b68b4a50ef89
0019aa2ba3e9 f911339b9c72 0019aaebcfe9 f9129f9b9cf2
0019aa3f454d 820c69f176a2 0019aaffc04d 820a13f17662
0019ab913d87 11ccb61bd881 0019abc10b87 11c5681bd8c1
0019ab3786ce 2898dba3b82a 0019abb747ce 2891a4a3b8fa
0019ab3812c8 b973b5edb354 0019ab7817c8 b97964edb374
0019ab8842f3 d2f4542fe699 0019abb858f3 d2f08f2fe629
0019ab1cbd4b 9494bb62911c 0019abfc614b 9498dd62912c
0019ab5dea01 55f34837296f 0019ab9de001 55febf37294f
0019ac901266 da29d6c28ae8 0019acf02d66 da2deec28a88
0019ac62e70d 733680ed622a 0019ac72f50d 733267ed621a
0019ac139bcd f40f8338c6cb 0019ac337dcd f40dfd38c64b
0019aca302fa 61423ecdd508 0019acd33cfa 614504cdd558
